Date,AccountId,MaskedAccount,AccountLabel,CashConcept,EstimatedAmount,IsObservedAnchor,AnchorAsOfLocal,AnchorAmount,PriorAnchorAsOfLocal,NextAnchorAsOfLocal,CumulativeNetCashActivityFromAnchor,ReconciliationDelta,ReconciliationStatus,DerivationMethod,Confidence,Limitations
2024-02-09,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-10,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-11,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-12,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-13,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-14,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-15,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-16,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-17,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-18,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-19,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-20,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-21,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-22,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-23,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-24,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-25,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-26,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-27,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-28,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-29,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-01,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-02,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-03,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-04,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-05,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-06,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-07,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-08,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-09,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-10,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-11,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-12,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-13,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-14,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-15,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-16,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-17,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-18,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-19,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-20,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-21,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-22,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-23,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-24,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-25,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-26,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-27,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-28,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-29,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-30,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-31,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-01,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-02,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-03,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-04,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-05,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-06,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-07,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-08,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-09,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-10,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-11,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-12,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-13,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-14,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-15,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-16,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-17,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-18,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-19,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-20,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-21,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-22,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-23,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-24,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,258.32,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,24.92,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
