Date,AccountId,MaskedAccount,AccountLabel,TradeCashFlow,IncomeCashFlow,ExternalTransferCashFlow,InternalTransferCashFlow,SweepCashFlow,OtherCashFlow,NetCashActivityExcludingSweep,NetCashActivityIncludingSweep,BoughtAmount,SoldAmount,DividendAmount,InterestAmount,MarginInterestAmount,Fees,Commissions,ActivityRowCount,SourceHistoryRows
2024-08-01,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-11377.88,0.00,0.00,-11377.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-08-02,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,2500.00,0.00,0.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-08-05,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-2500.00,0.00,0.00,-2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-08-07,900001003,x1003,Partnership / LLC / LLP - x1003,1676.83,0.00,0.00,0.00,0.00,0.00,1676.83,1676.83,0.00,1676.83,0.00,0.00,0.00,0.00,0.05,1,1
2024-08-08,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-1676.83,0.00,0.00,-1676.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-08-12,900001003,x1003,Partnership / LLC / LLP - x1003,-13451.07,0.00,0.00,0.00,0.00,0.00,-13451.07,-13451.07,13451.07,0.00,0.00,0.00,0.00,0.00,0.00,5,5
2024-08-13,900001003,x1003,Partnership / LLC / LLP - x1003,-2037.40,0.00,0.00,0.00,13451.07,0.00,-2037.40,11413.67,2037.40,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2024-08-14,900001003,x1003,Partnership / LLC / LLP - x1003,1115.81,0.00,0.00,0.00,2037.40,0.00,1115.81,3153.21,1199.61,2315.43,0.00,0.00,0.00,0.00,0.07,3,3
2024-08-15,900001003,x1003,Partnership / LLC / LLP - x1003,-621.43,0.00,0.00,0.00,-1115.81,0.00,-621.43,-1737.25,621.43,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-08-16,900001003,x1003,Partnership / LLC / LLP - x1003,-308.12,0.00,0.00,0.00,621.43,0.00,-308.12,313.31,3006.41,2698.29,0.00,0.00,0.00,0.00,0.08,4,4
2024-08-19,900001003,x1003,Partnership / LLC / LLP - x1003,-637.04,0.00,0.00,0.00,308.12,0.00,-637.04,-328.91,637.04,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2024-08-20,900001003,x1003,Partnership / LLC / LLP - x1003,1338.85,0.00,0.00,0.00,637.04,0.00,1338.85,1975.89,0.00,1338.85,0.00,0.00,0.00,0.00,0.04,3,3
2024-08-21,900001003,x1003,Partnership / LLC / LLP - x1003,-1331.12,0.00,0.00,0.00,-1338.85,0.00,-1331.12,-2669.97,1934.94,603.82,0.00,0.00,0.00,0.00,0.02,4,4
2024-08-22,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,1331.12,0.00,0.00,1331.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-08-27,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,6.50,0.00,0.00,-6.50,0.00,6.50,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,2,2
2024-08-29,900001003,x1003,Partnership / LLC / LLP - x1003,0.44,0.00,0.00,0.00,0.00,0.00,0.44,0.44,313.97,314.40,0.00,0.00,0.00,0.00,0.01,2,2
2024-08-30,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.05,0.00,0.00,-0.48,0.00,0.05,-0.44,0.00,0.00,0.00,0.05,0.00,0.00,0.00,3,3
2024-09-03,900001003,x1003,Partnership / LLC / LLP - x1003,16723.98,0.00,0.00,0.00,0.00,0.00,16723.98,16723.98,0.00,16723.98,0.00,0.00,0.00,0.00,0.47,11,11
2024-09-04,900001003,x1003,Partnership / LLC / LLP - x1003,-1520.57,0.00,0.00,0.00,-16723.98,0.00,-1520.57,-18244.55,1959.80,439.23,0.00,0.00,0.00,0.00,0.01,3,3
2024-09-05,900001003,x1003,Partnership / LLC / LLP - x1003,-3950.61,0.00,0.00,0.00,1520.57,0.00,-3950.61,-2430.04,3950.61,0.00,0.00,0.00,0.00,0.00,0.49,3,3
2024-09-06,900001003,x1003,Partnership / LLC / LLP - x1003,-592.86,0.00,0.00,0.00,3950.61,0.00,-592.86,3357.76,2498.42,1905.57,0.00,0.00,0.00,0.00,0.05,3,3
2024-09-09,900001003,x1003,Partnership / LLC / LLP - x1003,-254.28,0.00,0.00,0.00,592.86,0.00,-254.28,338.57,3995.04,3740.76,0.00,0.00,0.00,0.00,0.60,8,8
2024-09-10,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,-600.00,254.28,0.00,-600.00,-345.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-09-11,900001003,x1003,Partnership / LLC / LLP - x1003,-2006.80,0.00,0.00,0.00,600.00,0.00,-2006.80,-1406.80,2006.80,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-09-12,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,9.00,0.00,0.00,1997.80,0.00,9.00,2006.80,0.00,0.00,9.00,0.00,0.00,0.00,0.00,2,2
2024-09-16,900001003,x1003,Partnership / LLC / LLP - x1003,-5452.03,0.00,0.00,-1200.00,0.00,0.00,-6652.03,-6652.03,5452.03,0.00,0.00,0.00,0.00,0.00,0.00,4,4
2024-09-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,6652.03,0.00,0.00,6652.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-09-18,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,4.88,0.00,0.00,-4.88,0.00,4.88,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,2,2
2024-09-19,900001003,x1003,Partnership / LLC / LLP - x1003,-102.65,0.00,0.00,0.00,0.00,0.00,-102.65,-102.65,102.65,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-09-20,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,102.65,0.00,0.00,102.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-09-27,900001003,x1003,Partnership / LLC / LLP - x1003,-678.50,0.00,0.00,-256.79,0.00,0.00,-935.29,-935.29,678.50,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-09-30,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.04,0.00,0.00,935.25,0.00,0.04,935.29,0.00,0.00,0.00,0.04,0.00,0.00,0.00,3,3
2024-10-01,900001003,x1003,Partnership / LLC / LLP - x1003,2172.80,0.00,0.00,0.00,0.00,0.00,2172.80,2172.80,0.00,2172.80,0.00,0.00,0.00,0.00,0.06,2,2
2024-10-02,900001003,x1003,Partnership / LLC / LLP - x1003,-1914.28,0.00,0.00,0.00,-2172.80,0.00,-1914.28,-4087.08,1914.28,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2024-10-03,900001003,x1003,Partnership / LLC / LLP - x1003,-396.88,0.00,0.00,0.00,1914.28,0.00,-396.88,1517.40,396.88,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-10-04,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,11.05,0.00,0.00,385.83,0.00,11.05,396.88,0.00,0.00,11.05,0.00,0.00,0.00,0.00,2,2
2024-10-07,900001003,x1003,Partnership / LLC / LLP - x1003,254.13,0.00,0.00,0.00,0.00,0.00,254.13,254.13,697.09,951.22,0.00,0.00,0.00,0.00,0.03,2,2
2024-10-08,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-254.13,0.00,0.00,-254.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-10-09,900001003,x1003,Partnership / LLC / LLP - x1003,840.16,0.00,0.00,0.00,0.00,0.00,840.16,840.16,1525.35,2365.51,0.00,0.00,0.00,0.00,0.07,3,3
2024-10-10,900001003,x1003,Partnership / LLC / LLP - x1003,-1116.50,0.00,0.00,0.00,-840.16,0.00,-1116.50,-1956.66,1116.50,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-10-11,900001003,x1003,Partnership / LLC / LLP - x1003,1950.52,0.00,0.00,0.00,1116.50,0.00,1950.52,3067.02,0.00,1950.52,0.00,0.00,0.00,0.00,0.06,2,2
2024-10-14,900001003,x1003,Partnership / LLC / LLP - x1003,-1566.76,0.00,0.00,0.00,0.00,0.00,-1566.76,-1566.76,2871.61,1304.84,0.00,0.00,0.00,0.00,0.04,4,4
2024-10-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-383.76,0.00,0.00,-383.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-10-16,900001003,x1003,Partnership / LLC / LLP - x1003,-392.12,0.00,0.00,0.00,0.00,0.00,-392.12,-392.12,392.12,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-10-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,392.12,0.00,0.00,392.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-10-25,900001003,x1003,Partnership / LLC / LLP - x1003,1536.88,0.00,0.00,0.00,0.00,0.00,1536.88,1536.88,1002.08,2538.96,0.00,0.00,0.00,0.00,0.07,4,4
2024-10-28,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-1536.88,0.00,0.00,-1536.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-10-29,900001003,x1003,Partnership / LLC / LLP - x1003,-293.00,0.00,0.00,0.00,0.00,0.00,-293.00,-293.00,293.00,0.00,0.00,0.00,0.00,0.00,0.49,1,1
2024-10-30,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,293.00,0.00,0.00,293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-10-31,900001003,x1003,Partnership / LLC / LLP - x1003,-1100.62,0.00,0.00,0.00,-0.00,0.00,-1100.61,-1100.62,1100.62,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2024-11-01,900001003,x1003,Partnership / LLC / LLP - x1003,-28.90,0.00,0.00,0.00,1100.62,0.00,-28.90,1071.71,2294.89,2265.99,0.00,0.00,0.00,0.00,0.06,6,6
2024-11-04,900001003,x1003,Partnership / LLC / LLP - x1003,494.99,0.00,0.00,-115.00,28.90,0.00,379.99,408.89,0.00,494.99,0.00,0.00,0.00,0.00,0.01,4,4
2024-11-05,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,-400.00,-379.99,0.00,-400.00,-779.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-11-06,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,400.00,0.00,0.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-11-07,900001003,x1003,Partnership / LLC / LLP - x1003,2240.62,0.00,0.00,0.00,0.00,0.00,2240.62,2240.62,0.00,2240.62,0.00,0.00,0.00,0.00,0.06,4,4
2024-11-08,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-2240.62,0.00,0.00,-2240.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-11-11,900001003,x1003,Partnership / LLC / LLP - x1003,-2060.03,0.00,0.00,0.00,0.00,0.00,-2060.03,-2060.03,2321.88,261.84,0.00,0.00,0.00,0.00,0.01,3,3
2024-11-12,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,-256.14,2060.03,0.00,-256.14,1803.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-11-13,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,256.14,0.00,0.00,256.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-11-14,900001003,x1003,Partnership / LLC / LLP - x1003,536.82,0.00,0.00,0.00,0.00,0.00,536.82,536.82,1497.12,2033.94,0.00,0.00,0.00,0.00,0.06,2,2
2024-11-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,10.62,0.00,0.00,-547.44,0.00,10.62,-536.82,0.00,0.00,10.62,0.00,0.00,0.00,0.00,2,2
2024-11-19,900001003,x1003,Partnership / LLC / LLP - x1003,-184.12,0.00,0.00,0.00,0.00,0.00,-184.12,-184.12,472.73,288.60,0.00,0.00,0.00,0.00,0.01,2,2
2024-11-20,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,184.12,0.00,0.00,184.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-11-22,900001003,x1003,Partnership / LLC / LLP - x1003,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,501.00,500.99,0.00,0.00,0.00,0.00,0.01,2,2
2024-11-25,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-11-29,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.01,0.00,0.00,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,2,2
2024-12-12,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,2.24,0.00,0.00,-2.24,0.00,2.24,0.00,0.00,0.00,2.24,0.00,0.00,0.00,0.00,2,2
2024-12-16,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,1.66,-380.00,0.00,-1.66,0.00,-378.34,-380.00,0.00,0.00,1.66,0.00,0.00,0.00,0.00,3,3
2024-12-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,380.00,0.00,0.00,380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-12-18,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,4.19,0.00,0.00,-4.19,0.00,4.19,0.00,0.00,0.00,4.19,0.00,0.00,0.00,0.00,2,2
2024-12-26,900001003,x1003,Partnership / LLC / LLP - x1003,-491.94,0.00,555.55,0.00,0.00,0.00,63.61,63.61,491.94,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2024-12-27,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-63.61,0.00,0.00,-63.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2024-12-31,900001003,x1003,Partnership / LLC / LLP - x1003,-3059.57,0.00,3000.00,0.00,-0.00,0.00,-59.57,-59.57,3059.57,0.00,0.00,0.00,0.00,0.00,0.00,8,8
2025-01-02,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,59.57,0.00,0.00,59.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-06,900001003,x1003,Partnership / LLC / LLP - x1003,11.48,0.00,0.00,0.00,0.00,0.00,11.48,11.48,1886.51,1897.99,0.00,0.00,0.00,0.00,0.05,2,2
2025-01-07,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-11.48,0.00,0.00,-11.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-13,900001003,x1003,Partnership / LLC / LLP - x1003,-25.48,0.00,0.00,0.00,0.00,0.00,-25.48,-25.48,25.48,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-14,900001003,x1003,Partnership / LLC / LLP - x1003,2436.81,0.00,0.00,0.00,25.48,0.00,2436.81,2462.29,0.00,2436.81,0.00,0.00,0.00,0.00,0.07,6,6
2025-01-15,900001003,x1003,Partnership / LLC / LLP - x1003,679.22,0.00,0.00,0.00,-2436.81,0.00,679.22,-1757.59,1162.63,1841.85,0.00,0.00,0.00,0.00,0.05,5,5
2025-01-16,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-679.22,0.00,0.00,-679.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-17,900001003,x1003,Partnership / LLC / LLP - x1003,-206.66,0.00,0.00,0.00,0.00,0.00,-206.66,-206.66,206.66,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-21,900001003,x1003,Partnership / LLC / LLP - x1003,-398.00,0.00,-1200.00,0.00,206.66,0.00,-1598.00,-1391.35,2007.25,1609.24,0.00,0.00,0.00,0.00,0.05,7,7
2025-01-22,900001003,x1003,Partnership / LLC / LLP - x1003,1.64,0.00,-1234.57,0.00,1598.00,0.00,-1232.92,365.08,554.55,556.19,0.00,0.00,0.00,0.00,0.02,4,4
2025-01-23,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,1232.92,0.00,0.00,1232.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-24,900001003,x1003,Partnership / LLC / LLP - x1003,199.67,0.00,0.00,0.00,0.00,0.00,199.67,199.67,673.16,872.83,0.00,0.00,0.00,0.00,0.03,2,2
2025-01-27,900001003,x1003,Partnership / LLC / LLP - x1003,812.12,0.00,0.00,0.00,-199.67,0.00,812.12,612.45,575.99,1388.11,0.00,0.00,0.00,0.00,0.04,6,6
2025-01-28,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-1050.00,0.00,-812.12,0.00,-1050.00,-1862.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-01-29,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,1050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-01-31,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,4.13,0.00,0.00,-0.01,0.00,4.13,4.12,0.00,0.00,4.12,0.01,0.00,0.00,0.00,3,3
2025-02-03,900001003,x1003,Partnership / LLC / LLP - x1003,210.45,0.00,0.00,0.00,-4.12,0.00,210.45,206.32,2182.14,2392.59,0.00,0.00,0.00,0.00,0.56,6,6
2025-02-04,900001003,x1003,Partnership / LLC / LLP - x1003,124.45,0.00,0.00,0.00,-210.45,0.00,124.45,-86.00,287.85,412.30,0.00,0.00,0.00,0.00,0.51,4,4
2025-02-05,900001003,x1003,Partnership / LLC / LLP - x1003,-201.20,0.00,-156.79,0.00,-124.45,0.00,-357.99,-482.43,201.20,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2025-02-06,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,357.99,0.00,0.00,357.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-02-07,900001003,x1003,Partnership / LLC / LLP - x1003,-1.00,0.00,0.00,0.00,0.00,0.00,-1.00,-1.00,318.16,317.16,0.00,0.00,0.00,0.00,0.01,2,2
2025-02-10,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-02-13,900001003,x1003,Partnership / LLC / LLP - x1003,16.49,0.00,0.00,0.00,0.00,0.00,16.49,16.49,220.50,236.99,0.00,0.00,0.00,0.00,0.01,2,2
2025-02-14,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-16.49,0.00,0.00,-16.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-02-18,900001003,x1003,Partnership / LLC / LLP - x1003,224.81,6.88,0.00,0.00,-6.88,0.00,231.69,224.81,0.00,224.81,6.88,0.00,0.00,0.00,0.01,3,3
2025-02-19,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-224.81,0.00,0.00,-224.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-02-20,900001003,x1003,Partnership / LLC / LLP - x1003,86.56,0.00,0.00,0.00,0.00,0.00,86.56,86.56,930.40,1016.95,0.00,0.00,0.00,0.00,0.03,3,3
2025-02-21,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-86.56,0.00,0.00,-86.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-02-25,900001003,x1003,Partnership / LLC / LLP - x1003,1.75,0.00,0.00,0.00,0.00,0.00,1.75,1.75,299.27,301.01,0.00,0.00,0.00,0.00,0.01,2,2
2025-02-26,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-1.75,0.00,0.00,-1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-02-28,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-250.00,0.00,-0.00,0.00,-250.00,-250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2025-03-03,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,250.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-03-04,900001003,x1003,Partnership / LLC / LLP - x1003,311.12,0.00,-100.00,0.00,0.00,0.00,211.12,211.12,0.00,311.12,0.00,0.00,0.00,0.00,0.01,2,2
2025-03-05,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-211.12,0.00,0.00,-211.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-03-11,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-150.00,0.00,0.00,0.00,-150.00,-150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-03-12,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,150.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-03-17,900001003,x1003,Partnership / LLC / LLP - x1003,333.00,2.86,0.00,0.00,-2.86,0.00,335.86,333.00,0.00,333.00,2.86,0.00,0.00,0.00,0.01,3,3
2025-03-18,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-333.00,0.00,0.00,-333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-03-19,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,3.42,0.00,0.00,-3.42,0.00,3.42,0.00,0.00,0.00,3.42,0.00,0.00,0.00,0.00,2,2
2025-03-24,900001003,x1003,Partnership / LLC / LLP - x1003,1332.88,0.00,0.00,0.00,0.00,0.00,1332.88,1332.88,476.00,1808.88,0.00,0.00,0.00,0.00,0.05,2,2
2025-03-25,900001003,x1003,Partnership / LLC / LLP - x1003,-1108.12,0.00,0.00,0.00,-1332.88,0.00,-1108.12,-2441.00,1108.12,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2025-03-26,900001003,x1003,Partnership / LLC / LLP - x1003,-133.44,0.00,0.00,0.00,1108.12,0.00,-133.44,974.68,133.44,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-03-27,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-590.00,0.00,133.44,0.00,-590.00,-456.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-03-28,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,590.00,0.00,0.00,590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-03-31,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-04-04,900001003,x1003,Partnership / LLC / LLP - x1003,-8.83,0.00,0.00,0.00,0.00,0.00,-8.83,-8.83,2601.45,2592.62,0.00,0.00,0.00,0.00,0.07,4,4
2025-04-07,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,8.83,0.00,0.00,8.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-04-14,900001003,x1003,Partnership / LLC / LLP - x1003,725.08,0.00,0.00,0.00,0.00,0.00,725.08,725.08,596.38,1321.46,0.00,0.00,0.00,0.00,0.04,4,4
2025-04-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-725.08,0.00,0.00,-725.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-04-16,900001003,x1003,Partnership / LLC / LLP - x1003,-254.80,0.00,0.00,0.00,0.00,0.00,-254.80,-254.80,254.80,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-04-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,254.80,0.00,0.00,254.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-04-21,900001003,x1003,Partnership / LLC / LLP - x1003,-203.04,0.00,0.00,0.00,0.00,0.00,-203.04,-203.04,203.04,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-04-22,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,203.04,0.00,0.00,203.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-04-25,900001003,x1003,Partnership / LLC / LLP - x1003,44.52,0.00,0.00,0.00,0.00,0.00,44.52,44.52,333.01,377.54,0.00,0.00,0.00,0.00,0.01,3,3
2025-04-28,900001003,x1003,Partnership / LLC / LLP - x1003,340.94,0.00,0.00,0.00,-44.52,0.00,340.94,296.41,294.27,635.21,0.00,0.00,0.00,0.00,0.02,4,4
2025-04-29,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-198.76,0.00,-340.94,0.00,-198.76,-539.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-04-30,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,6.42,0.00,0.00,198.76,0.00,6.42,205.18,0.00,0.00,6.41,0.00,0.00,0.00,0.00,4,4
2025-05-01,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-6.41,0.00,0.00,-6.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-05-02,900001003,x1003,Partnership / LLC / LLP - x1003,-15.55,0.00,0.00,0.00,0.00,0.00,-15.55,-15.55,491.62,476.07,0.00,0.00,0.00,0.00,0.01,6,6
2025-05-05,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,3.47,0.00,0.00,12.08,0.00,3.47,15.55,0.00,0.00,3.47,0.00,0.00,0.00,0.00,2,2
2025-05-08,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-356.79,0.00,0.00,0.00,-356.79,-356.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-05-09,900001003,x1003,Partnership / LLC / LLP - x1003,289.61,0.00,0.00,0.00,356.79,0.00,289.61,646.40,0.00,289.61,0.00,0.00,0.00,0.00,0.01,4,4
2025-05-12,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-289.62,0.00,0.00,-289.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-05-14,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-350.00,0.00,0.00,0.00,-350.00,-350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-05-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,8.25,0.00,0.00,341.75,0.00,8.25,350.00,0.00,0.00,8.25,0.00,0.00,0.00,0.00,2,2
2025-05-30,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
