"Account 900001004 Orders, as of 07/01/26 at 07:33 PM EST"
Symbol,Status,Fill,Description,Market,Time,Account
ETH,Filled,100 @ 22.09,Buy 100 Shares @ Market to Open,--,"04/20/2026, 3:31:15 PM",900001004
MU,Filled,10 @ 447.86,Buy 10 Shares @ Market to Open,--,"04/20/2026, 3:29:46 PM",900001004
LITE,Filled,7 @ 896.78,Sell 7 Shares @ Market to Close,--,"04/20/2026, 3:28:50 PM",900001004
CRDO,Filled,20 @ 170.60,Sell 20 Shares @ Market to Close,--,"04/20/2026, 3:28:26 PM",900001004
CRDO,Filled,25 @ 170.57,Sell 25 Shares @ Market to Close,--,"04/20/2026, 3:27:39 PM",900001004
CRDO,Filled,15 @ 158.81,Buy 15 Shares @ Market to Open,--,"04/16/2026, 1:48:44 PM",900001004
SHLD,Filled,50 @ 73.64,Buy 50 Shares @ Market to Open,--,"04/16/2026, 1:47:56 PM",900001004
IFRA,Filled,35 @ 58.89,Sell 35 Shares @ Market to Close,--,"04/16/2026, 1:47:02 PM",900001004
EAT,Filled,15 @ 152.07,Buy 15 Shares @ Market to Open,--,"04/16/2026, 1:45:58 PM",900001004
IVLU,Filled,125 @ 41.67,Sell 125 Shares @ Market to Close,--,"04/16/2026, 1:45:30 PM",900001004
SCHP,Filled,300 @ 26.77,Buy 300 Shares @ Market to Open,--,"04/16/2026, 1:44:24 PM",900001004
GDE,Filled,100 @ 68.19,Sell 100 Shares @ Market to Close,--,"04/16/2026, 1:43:42 PM",900001004
CRDO,Filled,20 @ 157.98,Buy 20 Shares @ Market to Open,--,"04/16/2026, 1:42:59 PM",900001004
VTIP,Filled,150 @ 50.14,Buy 150 Shares @ Market to Open,--,"04/16/2026, 1:42:13 PM",900001004
VGSH,Filled,40 @ 58.48,Sell 40 Shares @ Market to Close,--,"04/16/2026, 1:40:42 PM",900001004
VTI,Filled,5 @ 343.99,Sell 5 Shares @ 34.399 Limit GTC to Close,--,"04/15/2026, 11:12:23 AM",900001004
CRDO,Filled,50 @ 165.43,Sell 50 Shares @ 16.543 Limit GTC to Close,--,"04/15/2026, 9:32:06 AM",900001004
GDE,Filled,15 @ 68.42,Buy 15 Shares @ Market to Open,--,"04/14/2026, 1:41:24 PM",900001004
SHLD,Filled,40 @ 74.29,Buy 40 Shares @ Market to Open,--,"04/14/2026, 1:41:04 PM",900001004
SNDK,Filled,5 @ 940.90,Buy 5 Shares @ Market to Open,--,"04/14/2026, 1:34:33 PM",900001004
ETH,Filled,30 @ 22.13,Sell 30 Shares @ Market to Close,--,"04/14/2026, 1:34:10 PM",900001004
ETH,Filled,80 @ 22.14,Sell 80 Shares @ Market to Close,--,"04/14/2026, 1:33:49 PM",900001004
VGSH,Filled,75 @ 58.49,Sell 75 Shares @ Market to Close,--,"04/14/2026, 1:31:57 PM",900001004
VGSH,Filled,50 @ 58.49,Sell 50 Shares @ Market to Close,--,"04/14/2026, 1:31:37 PM",900001004
COPJ,Filled,25 @ 43.76,Buy 25 Shares @ Market to Open,--,"04/14/2026, 1:31:10 PM",900001004
SNDK,Filled,3 @ 937.47,Buy 3 Shares @ Market to Open,--,"04/14/2026, 1:30:42 PM",900001004
IVLU,Filled,75 @ 42.03,Buy 75 Shares @ Market to Open,--,"04/14/2026, 1:30:04 PM",900001004
VTI,Canceled,--,Sell 15 Shares @ 34.321 Limit GTC to Close,--,"04/14/2026, 1:29:26 PM",900001004
GDMN,Canceled,--,Buy 45 Shares @ 8.999 Limit GTC to Open,--,"04/14/2026, 1:28:40 PM",900001004
ETH,Filled,100 @ 22.20,Sell 100 Shares @ Market to Close,--,"04/14/2026, 1:28:03 PM",900001004
SPMO,Filled,100 @ 126.22,Buy 100 Shares @ Market to Open,--,"04/14/2026, 1:26:01 PM",900001004
LITE,Filled,7 @ 867.63,Buy 7 Shares @ Market to Open,--,"04/14/2026, 1:25:02 PM",900001004
BRK.B,Filled,20 @ 476.83,Buy 20 Shares @ Market to Open,--,"04/14/2026, 1:24:41 PM",900001004
TTMI,Filled,75 @ 121.74,Buy 75 Shares @ Market to Open,--,"04/14/2026, 1:24:18 PM",900001004
AUGO,Canceled,--,Buy 75 Shares @ 9.001 Limit GTC to Open,--,"04/14/2026, 1:23:42 PM",900001004
VTI,Canceled,--,Buy 10 Shares @ 31.7 Limit GTC to Open,--,"04/14/2026, 1:23:20 PM",900001004
CRDO,Canceled,--,Buy 40 Shares @ 8.999 Limit GTC to Open,--,"04/14/2026, 1:22:38 PM",900001004
GDMN,Canceled,--,Buy 100 Shares @ 10.001 Limit GTC to Open,--,"04/14/2026, 1:22:17 PM",900001004
GDE,Canceled,--,Buy 50 Shares @ 6.012 Limit GTC to Open,--,"04/14/2026, 1:21:52 PM",900001004
MU,Canceled,--,Buy 5 Shares @ 31.9 Limit GTC to Open,--,"04/14/2026, 1:21:27 PM",900001004
IVLU,Filled,100 @ 41.99,Sell 100 Shares @ 4.199 Limit GTC to Close,--,"04/14/2026, 10:17:13 AM",900001004
COPJ,Filled,70 @ 43.04,Sell 70 Shares @ 4.299 Limit GTC to Close,--,"04/14/2026, 9:30:30 AM",900001004
GM,Expired,--,Sell 15 Shares @ 8.399 Limit GTC to Close,--,"04/14/2026, 6:31:13 AM",900001004
INCY,Expired,--,Sell 30 Shares @ 10.895 Limit GTC to Close,--,"04/14/2026, 6:31:10 AM",900001004
TIMB,Filled,75 @ 27.89,Sell 75 Shares @ 2.789 Limit GTC to Close,--,"04/10/2026, 9:36:45 AM",900001004
BRK.B,Filled,15 @ 484.00,Buy 15 Shares @ 48.432 Limit GTC to Open,--,"04/10/2026, 9:33:09 AM",900001004
INCY,Expired,--,Sell 25 Shares @ 11.111 Limit GTC to Close,--,"04/10/2026, 6:30:54 AM",900001004
LITE,Filled,10 @ 886.10,Buy 10 Shares @ Market to Open,--,"04/09/2026, 3:22:04 PM",900001004
IAUM,Filled,75 @ 47.56,Buy 75 Shares @ Market to Open,--,"04/09/2026, 3:20:15 PM",900001004
SHLD,Filled,50 @ 74.37,Buy 50 Shares @ Market to Open,--,"04/09/2026, 3:19:37 PM",900001004
VGSH,Filled,50 @ 58.43,Sell 50 Shares @ Market to Close,--,"04/09/2026, 3:18:50 PM",900001004
IBIT,Filled,50 @ 40.80,Sell 50 Shares @ Market to Close,--,"04/09/2026, 3:18:10 PM",900001004
IBIT,Filled,50 @ 40.81,Sell 50 Shares @ Market to Close,--,"04/09/2026, 3:17:46 PM",900001004
CRDO,Filled,75 @ 107.96,Buy 75 Shares @ Market to Open,--,"04/09/2026, 3:16:54 PM",900001004
BRK.B,Filled,5 @ 484.00,Sell 5 Shares @ 48.4 Limit GTC to Close,--,"04/09/2026, 10:18:18 AM",900001004
IFRA,Filled,60 @ 59.99,Sell 60 Shares @ 5.999 Limit GTC to Close,--,"04/09/2026, 9:57:06 AM",900001004
TMUSI,Filled,300 @ 22.34,Sell 300 Shares @ 2.234 Limit GTC to Close,--,"04/08/2026, 12:55:16 PM",900001004
BRK.B,Filled,5 @ 481.81,Sell 5 Shares @ 47.999 Limit GTC to Close,--,"04/08/2026, 9:35:49 AM",900001004
FLLA,Filled,75 @ 29.66,Sell 75 Shares @ 2.955 Limit GTC to Close,--,"04/08/2026, 9:30:23 AM",900001004
IBIT,Filled,172 @ 41.09,Sell 172 Shares @ 4.038 Limit GTC to Close,--,"04/08/2026, 9:30:06 AM",900001004
OPPJ,Filled,40 @ 57.97,Sell 40 Shares @ 5.789 Limit GTC to Close,--,"04/08/2026, 9:30:05 AM",900001004
TMUSI,Filled,200 @ 21.99,Sell 200 Shares @ 2.199 Limit GTC to Close,--,"04/07/2026, 3:49:26 PM",900001004
TMUSI,Filled,150 @ 21.88,Sell 150 Shares @ 2.188 Limit GTC to Close,--,"04/07/2026, 3:45:54 PM",900001004
TMUSI,Filled,50 @ 21.59,Sell 50 Shares @ 2.159 Limit GTC to Close,--,"04/07/2026, 3:38:09 PM",900001004
TMUSI,Filled,140 @ 21.60,Sell 140 Shares @ 2.16 Limit GTC to Close,--,"04/07/2026, 3:38:09 PM",900001004
TMUSI,Filled,150 @ 21.55,Sell 150 Shares @ 2.155 Limit GTC to Close,--,"04/07/2026, 3:35:25 PM",900001004
TMUSI,Filled,100 @ 21.55,Sell 100 Shares @ 2.155 Limit GTC to Close,--,"04/07/2026, 3:35:18 PM",900001004
STRL,Filled,20 @ 377.77,Buy 20 Shares @ 37.777 Limit GTC to Open,--,"04/07/2026, 9:30:31 AM",900001004
VT,Expired,--,Sell 25 Shares @ 14.999 Limit GTC to Close,--,"04/07/2026, 6:30:55 AM",900001004
EAT,Expired,--,Sell 50 Shares @ 18.765 Limit GTC to Close,--,"04/07/2026, 6:30:55 AM",900001004
TMUSI,Filled,50 @ 21.49,Sell 50 Shares @ 2.149 Limit GTC to Close,--,"04/06/2026, 1:20:32 PM",900001004
VGSH,Filled,50 @ 58.34,Buy 50 Shares @ Market to Open,--,"04/06/2026, 12:45:54 PM",900001004
MU,Filled,5 @ 381.57,Sell 5 Shares @ Market to Close,--,"04/06/2026, 12:44:07 PM",900001004
IBIT,Canceled,--,Sell 272 Shares @ 4.099 Limit GTC to Close,--,"04/06/2026, 12:43:34 PM",900001004
TTMI,Filled,20 @ 96.08,Buy 20 Shares @ Market to Open,--,"04/06/2026, 12:38:09 PM",900001004
COPJ,Filled,50 @ 39.39,Buy 50 Shares @ Market to Open,--,"04/06/2026, 12:37:32 PM",900001004
GDE,Filled,35 @ 61.60,Buy 35 Shares @ 6.299 Limit GTC to Open,--,"04/02/2026, 9:30:01 AM",900001004
IBIT,Canceled,--,Sell 272 Shares @ 4 Limit GTC to Close,--,"04/01/2026, 1:51:26 PM",900001004
TIMB,Filled,85 @ 26.85,Sell 85 Shares @ Market to Close,--,"04/01/2026, 1:47:41 PM",900001004
ETH,Filled,150 @ 20.26,Sell 150 Shares @ Market to Close,--,"04/01/2026, 1:47:12 PM",900001004
VGSH,Filled,20 @ 58.34,Sell 20 Shares @ Market to Close,--,"04/01/2026, 1:45:16 PM",900001004
BRK.B,Filled,5 @ 477.36,Sell 5 Shares @ Market to Close,--,"03/31/2026, 1:41:44 PM",900001004
VGSH,Filled,100 @ 58.55,Sell 100 Shares @ Market to Close,--,"03/31/2026, 1:40:44 PM",900001004
BRK.B,Filled,15 @ 477.40,Sell 15 Shares @ 47.74 Limit GTC to Close,--,"03/31/2026, 1:40:34 PM",900001004
GRNJ,Filled,400 @ 24.78,Buy 400 Shares @ Market to Open,--,"03/31/2026, 1:39:33 PM",900001004
BRK.B,Canceled,--,Sell 15 Shares @ 51.234 Limit GTC to Close,--,"03/31/2026, 1:39:00 PM",900001004
UNFI,Filled,125 @ 44.29,Sell 125 Shares @ Market to Close,--,"03/31/2026, 1:37:56 PM",900001004
MLPA,Filled,120 @ 53.66,Sell 120 Shares @ Market to Close,--,"03/31/2026, 1:37:23 PM",900001004
AMZN,Expired,--,Sell 20 Shares @ 24.799 Limit GTC to Close,--,"03/30/2026, 6:33:55 AM",900001004
MLPA,Filled,100 @ 55.67,Sell 100 Shares @ 5.567 Limit GTC to Close,--,"03/27/2026, 10:58:25 AM",900001004
GDMN,Filled,35 @ 87.65,Buy 35 Shares @ 8.765 Limit GTC to Open,--,"03/26/2026, 12:37:56 PM",900001004
GRNJ,Filled,400 @ 25.81,Buy 400 Shares @ 2.599 Limit GTC to Open,--,"03/26/2026, 9:30:14 AM",900001004
MU,Filled,10 @ 378.57,Buy 10 Shares @ Market to Open,--,"03/25/2026, 3:10:33 PM",900001004
VGSH,Filled,20 @ 58.43,Buy 20 Shares @ Market to Open,--,"03/25/2026, 3:02:52 PM",900001004
COPJ,Filled,25 @ 37.48,Sell 25 Shares @ Market to Close,--,"03/25/2026, 2:58:18 PM",900001004
VTI,Filled,20 @ 324.77,Sell 20 Shares @ 32.467 Limit to Close,--,"03/25/2026, 2:56:12 PM",900001004
VTI,Filled,25 @ 324.60,Sell 25 Shares @ Market to Close,--,"03/25/2026, 2:55:58 PM",900001004
UNFI,Filled,75 @ 44.44,Sell 75 Shares @ 4.444 Limit GTC to Close,--,"03/25/2026, 2:03:03 PM",900001004
CRDO,Expired,--,Sell 15 Shares @ 17.999 Limit GTC to Close,--,"03/23/2026, 6:31:03 AM",900001004
IAUM,Filled,75 @ 48.31,Buy 75 Shares @ 4.831 Limit GTC to Open,--,"03/18/2026, 3:00:22 PM",900001004
GRNY,Filled,400 @ 24.47,Buy 400 Shares @ Market to Open,--,"03/16/2026, 9:30:23 AM",900001004
IAUM,Filled,50 @ 50.05,Buy 50 Shares @ Market to Open,--,"03/16/2026, 9:30:10 AM",900001004
ETH,Canceled,--,Buy 128 Shares @ 1.765 Limit GTC to Open,--,"03/16/2026, 6:57:25 AM",900001004
ETH,Canceled,--,Buy 75 Shares @ 1.799 Limit GTC to Open,--,"03/16/2026, 6:33:27 AM",900001004
VGSH,Filled,50 @ 58.55,Buy 50 Shares @ 5.855 Limit GTC to Open,--,"03/12/2026, 11:02:14 AM",900001004
TMUSI,Filled,50 @ 22.49,Buy 50 Shares @ 2.249 Limit GTC to Open,--,"03/09/2026, 12:26:37 PM",900001004
IFRA,Filled,35 @ 58.44,Buy 35 Shares @ 5.844 Limit GTC to Open,--,"03/06/2026, 9:30:29 AM",900001004
GDE,Filled,75 @ 69.99,Buy 75 Shares @ 6.999 Limit GTC to Open,--,"03/03/2026, 9:35:42 AM",900001004
IFRA,Filled,55 @ 59.50,Buy 55 Shares @ 5.95 Limit GTC to Open,--,"03/03/2026, 9:30:46 AM",900001004
SHLD,Filled,70 @ 77.77,Sell 70 Shares @ 7.777 Limit GTC to Close,--,"03/02/2026, 10:12:47 AM",900001004
SHLD,Filled,7 @ 77.77,Sell 7 Shares @ 7.777 Limit GTC to Close,--,"03/02/2026, 10:11:59 AM",900001004
GDE,Filled,30 @ 73.55,Sell 30 Shares @ 7.345 Limit GTC to Close,--,"03/02/2026, 9:30:03 AM",900001004
GRNJ,Filled,150 @ 26.78,Buy 150 Shares @ 2.678 Limit GTC to Open,--,"02/27/2026, 1:25:19 PM",900001004
ETH,Filled,150 @ 18.05,Buy 150 Shares @ 1.805 Limit GTC to Open,--,"02/27/2026, 12:31:36 PM",900001004
TIMB,Filled,75 @ 27.41,Buy 75 Shares @ Market to Open,--,"02/25/2026, 1:03:05 PM",900001004
ETH,Canceled,--,Buy 150 Shares @ 1.799 Limit GTC to Open,--,"02/25/2026, 1:02:16 PM",900001004
ETH,Canceled,--,Buy 150 Shares @ 1.567 Limit GTC to Open,--,"02/25/2026, 1:02:00 PM",900001004
TTMI,Canceled,--,Buy 40 Shares @ 8.875 Limit GTC to Open,--,"02/25/2026, 12:59:02 PM",900001004
ETH,Canceled,--,Sell 118 Shares @ 3.099 Limit GTC to Close,--,"02/25/2026, 12:56:28 PM",900001004
IBIT,Canceled,--,Sell 50 Shares @ 4.299 Limit GTC to Close,--,"02/25/2026, 12:55:14 PM",900001004
GRNJ,Canceled,--,Buy 150 Shares @ 2.567 Limit GTC to Open,--,"02/25/2026, 12:54:43 PM",900001004
GDE,Canceled,--,Buy 100 Shares @ 6.699 Limit GTC to Open,--,"02/25/2026, 12:53:29 PM",900001004
SHLD,Filled,15 @ 74.10,Buy 15 Shares @ Market to Open,--,"02/25/2026, 12:45:33 PM",900001004
MLPA,Filled,75 @ 52.78,Buy 75 Shares @ Market to Open,--,"02/25/2026, 12:44:17 PM",900001004
CRDO,Filled,20 @ 121.34,Buy 20 Shares @ Market to Open,--,"02/25/2026, 12:41:19 PM",900001004
TTMI,Filled,15 @ 112.85,Sell 15 Shares @ Market to Close,--,"02/25/2026, 12:36:52 PM",900001004
ETH,Filled,120 @ 19.55,Sell 120 Shares @ Market to Close,--,"02/25/2026, 12:36:13 PM",900001004
NUKZ,Filled,50 @ 73.64,Sell 50 Shares @ 7.345 Limit GTC to Close,--,"02/25/2026, 9:30:22 AM",900001004
ETH,Filled,120 @ 17.77,Buy 120 Shares @ 1.777 Limit GTC to Open,--,"02/23/2026, 12:14:21 PM",900001004
NUKZ,Filled,50 @ 72.34,Sell 50 Shares @ 7.234 Limit GTC to Close,--,"02/20/2026, 10:00:18 AM",900001004
TTMI,Filled,15 @ 103.45,Sell 15 Shares @ 10.345 Limit GTC to Close,--,"02/20/2026, 9:42:36 AM",900001004
CGDV,Filled,115 @ 45.50,Buy 115 Shares @ Market to Open,--,"02/18/2026, 9:40:02 AM",900001004
VGSH,Filled,30 @ 58.85,Sell 30 Shares @ Market to Close,--,"02/18/2026, 9:39:23 AM",900001004
VGSH,Filled,18 @ 58.85,Sell 18 Shares @ Market to Close,--,"02/18/2026, 9:39:01 AM",900001004
VGSH,Filled,35 @ 58.85,Sell 35 Shares @ Market to Close,--,"02/18/2026, 9:38:43 AM",900001004
IFRA,Filled,40 @ 60.08,Buy 40 Shares @ Market to Open,--,"02/18/2026, 9:34:36 AM",900001004
CGDV,Filled,25 @ 45.49,Buy 25 Shares @ Market to Open,--,"02/18/2026, 9:33:31 AM",900001004
ET,Filled,500 @ 18.99,Sell 500 Shares @ 1.899 Limit GTC to Close,--,"02/18/2026, 9:31:08 AM",900001004
VGSH,Filled,10 @ 58.89,Sell 10 Shares @ 5.889 Limit GTC to Close,--,"02/13/2026, 2:59:27 PM",900001004
OPPJ,Filled,40 @ 57.51,Buy 40 Shares @ Market to Open,--,"02/13/2026, 12:47:36 PM",900001004
FLLA,Filled,75 @ 28.64,Buy 75 Shares @ Market to Open,--,"02/13/2026, 12:47:04 PM",900001004
IVLU,Filled,50 @ 42.48,Buy 50 Shares @ Market to Open,--,"02/13/2026, 12:45:11 PM",900001004
TIMB,Filled,85 @ 26.16,Buy 85 Shares @ Market to Open,--,"02/13/2026, 12:44:42 PM",900001004
GDE,Filled,50 @ 70.09,Sell 50 Shares @ Market to Close,--,"02/13/2026, 12:43:39 PM",900001004
VGSH,Filled,40 @ 58.89,Sell 40 Shares @ 5.889 Limit GTC to Close,--,"02/13/2026, 12:40:12 PM",900001004
CGDV,Filled,100 @ 45.66,Buy 100 Shares @ Market to Open,--,"02/13/2026, 12:40:04 PM",900001004
IBIT,Filled,30 @ 38.13,Sell 30 Shares @ Market to Close,--,"02/13/2026, 9:44:32 AM",900001004
IBIT,Filled,19 @ 38.05,Sell 19 Shares @ Market to Close,--,"02/13/2026, 9:44:09 AM",900001004
ETH,Filled,75 @ 18.70,Sell 75 Shares @ Market to Close,--,"02/13/2026, 9:43:52 AM",900001004
VGSH,Filled,75 @ 58.89,Sell 75 Shares @ 5.888 Limit GTC to Close,--,"02/13/2026, 9:30:00 AM",900001004
TMUSI,Filled,140 @ 22.68,Buy 140 Shares @ 2.268 Limit GTC to Open,--,"02/09/2026, 11:13:56 AM",900001004
MLPA,Filled,25 @ 51.02,Buy 25 Shares @ Market to Open,--,"02/09/2026, 10:29:49 AM",900001004
VTI,Filled,15 @ 341.49,Sell 15 Shares @ Market to Close,--,"02/09/2026, 10:28:20 AM",900001004
IVLU,Filled,100 @ 42.16,Buy 100 Shares @ Market to Open,--,"02/09/2026, 10:27:50 AM",900001004
GDE,Filled,50 @ 70.79,Sell 50 Shares @ Market to Close,--,"02/09/2026, 10:27:00 AM",900001004
VOOV,Filled,23 @ 213.69,Buy 23 Shares @ Market to Open,--,"02/09/2026, 10:25:35 AM",900001004
VOO,Filled,5 @ 636.73,Sell 5 Shares @ Market to Close,--,"02/09/2026, 10:24:50 AM",900001004
VOO,Canceled,--,Sell 5 Shares @ Market CLO to Close,--,"02/09/2026, 10:24:12 AM",900001004
CRDO,Filled,15 @ 120.13,Sell 15 Shares @ 11.999 Limit GTC to Close,--,"02/09/2026, 10:23:13 AM",900001004
IBIT,Filled,30 @ 39.28,Buy 30 Shares @ Market to Open,--,"02/09/2026, 10:21:33 AM",900001004
AMZN,Filled,10 @ 206.93,Buy 10 Shares @ Market to Open,--,"02/09/2026, 10:21:06 AM",900001004
MLPA,Filled,20 @ 51.02,Buy 20 Shares @ Market to Open,--,"02/09/2026, 10:19:52 AM",900001004
GM,Filled,15 @ 81.53,Buy 15 Shares @ Market to Open,--,"02/09/2026, 10:19:31 AM",900001004
VT,Filled,70 @ 146.99,Sell 70 Shares @ 14.699 Limit GTC to Close,--,"02/09/2026, 10:04:58 AM",900001004
IBIT,Filled,19 @ 39.12,Buy 19 Shares @ Market to Open,--,"02/09/2026, 9:30:15 AM",900001004
IAUM,Filled,50 @ 49.26,Buy 50 Shares @ Market to Open,--,"02/06/2026, 10:38:23 AM",900001004
GM,Filled,75 @ 83.26,Buy 75 Shares @ Market to Open,--,"02/06/2026, 10:37:37 AM",900001004
INCY,Filled,40 @ 106.54,Sell 40 Shares @ 10.654 Limit GTC to Close,--,"02/06/2026, 10:30:27 AM",900001004
AMZN,Filled,10 @ 204.81,Buy 10 Shares @ Market to Open,--,"02/06/2026, 10:29:39 AM",900001004
SLV,Filled,25 @ 68.81,Sell 25 Shares @ Market to Close,--,"02/06/2026, 9:41:18 AM",900001004
TTMI,Filled,30 @ 87.05,Buy 30 Shares @ 9.345 Limit GTC to Open,--,"02/05/2026, 9:30:18 AM",900001004
ALL,Filled,30 @ 214.83,Sell 30 Shares @ 21.432 Limit GTC to Close,--,"02/05/2026, 9:30:18 AM",900001004
SHLD,Filled,7 @ 73.45,Buy 7 Shares @ 7.345 Limit GTC to Open,--,"02/04/2026, 10:36:36 AM",900001004
EAT,Filled,30 @ 165.67,Sell 30 Shares @ 16.567 Limit GTC to Close,--,"02/04/2026, 9:54:51 AM",900001004
BRK.B,Filled,15 @ 499.99,Sell 15 Shares @ 49.999 Limit GTC to Close,--,"02/04/2026, 9:53:40 AM",900001004
VGSH,Filled,10 @ 58.63,Buy 10 Shares @ Market to Open,--,"02/04/2026, 9:42:56 AM",900001004
EAT,Filled,3 @ 163.98,Sell 3 Shares @ Market to Close,--,"02/04/2026, 9:40:17 AM",900001004
ETH,Filled,75 @ 20.91,Buy 75 Shares @ Market to Open,--,"02/04/2026, 9:38:24 AM",900001004
GDE,Filled,40 @ 70.22,Buy 40 Shares @ 7.022 Limit GTC to Open,--,"02/04/2026, 9:38:18 AM",900001004
GRNJ,Filled,175 @ 27.21,Buy 175 Shares @ Market to Open,--,"02/04/2026, 9:36:41 AM",900001004
CCL,Filled,250 @ 32.01,Sell 250 Shares @ 3.201 Limit GTC to Close,--,"02/02/2026, 11:15:57 AM",900001004
ALL,Filled,5 @ 201.02,Sell 5 Shares @ Market to Close,--,"02/02/2026, 10:00:33 AM",900001004
GDE,Filled,30 @ 66.78,Buy 30 Shares @ 6.678 Limit GTC to Open,--,"02/02/2026, 10:00:03 AM",900001004
VGSH,Filled,40 @ 58.66,Buy 40 Shares @ Market to Open,--,"02/02/2026, 9:49:33 AM",900001004
COPJ,Filled,25 @ 46.61,Buy 25 Shares @ Market to Open,--,"02/02/2026, 9:39:41 AM",900001004
IBIT,Filled,50 @ 44.59,Buy 50 Shares @ Market to Open,--,"02/02/2026, 9:37:52 AM",900001004
SLV,Filled,15 @ 74.56,Sell 15 Shares @ 7.456 Limit to Close,--,"02/02/2026, 9:35:13 AM",900001004
GDMN,Filled,15 @ 107.89,Sell 15 Shares @ 10.789 Limit to Close,--,"02/02/2026, 9:31:59 AM",900001004
TTMI,Filled,40 @ 99.98,Sell 40 Shares @ 9.998 Limit GTC to Close,--,"01/28/2026, 2:37:13 PM",900001004
TMUSI,Filled,200 @ 23.00,Buy 200 Shares @ 2.3 Limit GTC to Open,--,"01/28/2026, 12:43:03 PM",900001004
IFRA,Filled,60 @ 56.35,Buy 60 Shares @ Market to Open,--,"01/28/2026, 12:33:51 PM",900001004
COPJ,Filled,25 @ 50.84,Buy 25 Shares @ Market to Open,--,"01/28/2026, 12:29:43 PM",900001004
VGSH,Canceled,--,Buy 50 Shares @ 5.871 Limit GTC to Open,--,"01/28/2026, 12:29:04 PM",900001004
MLPA,Filled,100 @ 51.51,Buy 100 Shares @ Market to Open,--,"01/28/2026, 12:27:22 PM",900001004
GDE,Filled,75 @ 74.88,Buy 75 Shares @ Market to Open,--,"01/28/2026, 12:25:15 PM",900001004
TTMI,Filled,45 @ 99.99,Sell 45 Shares @ 9.999 Limit GTC to Close,--,"01/28/2026, 9:32:42 AM",900001004
EAT,Filled,15 @ 167.89,Sell 15 Shares @ 16.789 Limit GTC to Close,--,"01/28/2026, 9:32:32 AM",900001004
IAUM,Filled,45 @ 51.62,Buy 45 Shares @ Market CLO to Open,--,"01/27/2026, 4:00:01 PM",900001004
UNFI,Filled,50 @ 38.99,Sell 50 Shares @ 3.899 Limit GTC to Close,--,"01/27/2026, 3:27:36 PM",900001004
WLDN,Filled,40 @ 134.99,Sell 40 Shares @ 13.499 Limit GTC to Close,--,"01/27/2026, 3:13:19 PM",900001004
SHLD,Filled,50 @ 77.77,Sell 50 Shares @ 7.777 Limit GTC to Close,--,"01/27/2026, 2:35:42 PM",900001004
ALL,Filled,5 @ 193.42,Buy 5 Shares @ Market to Open,--,"01/27/2026, 12:30:04 PM",900001004
GDE,Filled,50 @ 72.29,Buy 50 Shares @ Market to Open,--,"01/27/2026, 12:28:12 PM",900001004
SLV,Filled,15 @ 97.40,Buy 15 Shares @ Market to Open,--,"01/27/2026, 12:27:47 PM",900001004
VT,Canceled,--,Buy 10 Shares @ 14.432 Limit GTC to Open,--,"01/27/2026, 12:25:11 PM",900001004
ALL,Canceled,--,Buy 20 Shares @ 19 Limit GTC to Open,--,"01/27/2026, 12:24:49 PM",900001004
GDMN,Filled,15 @ 128.65,Buy 15 Shares @ Market to Open,--,"01/27/2026, 12:20:30 PM",900001004
COPJ,Filled,25 @ 49.75,Buy 25 Shares @ Market to Open,--,"01/27/2026, 12:19:39 PM",900001004
CLS,Filled,5 @ 321.98,Sell 5 Shares @ 32.198 Limit GTC to Close,--,"01/27/2026, 9:35:22 AM",900001004
TMUSI,Expired,--,Buy 150 Shares @ 2.279 Limit to Open,--,"01/26/2026, 4:06:51 PM",900001004
VOO,Filled,6 @ 638.11,Sell 6 Shares @ 63.811 Limit to Close,--,"01/26/2026, 1:29:27 PM",900001004
VTI,Filled,5 @ 342.02,Buy 5 Shares @ Market to Open,--,"01/26/2026, 10:32:12 AM",900001004
ETH,Filled,100 @ 27.84,Buy 100 Shares @ Market to Open,--,"01/26/2026, 10:17:26 AM",900001004
GDMN,Filled,40 @ 134.56,Sell 40 Shares @ 13.456 Limit GTC to Close,--,"01/26/2026, 10:13:29 AM",900001004
VGSH,Filled,40 @ 58.76,Buy 40 Shares @ 5.876 Limit to Open,--,"01/26/2026, 10:04:38 AM",900001004
AMZN,Filled,10 @ 238.74,Buy 10 Shares @ Market to Open,--,"01/26/2026, 9:53:45 AM",900001004
VGSH,Filled,75 @ 58.76,Buy 75 Shares @ Market to Open,--,"01/26/2026, 9:53:08 AM",900001004
NUKZ,Filled,20 @ 71.29,Sell 20 Shares @ Market to Close,--,"01/26/2026, 9:41:34 AM",900001004
IBIT,Filled,40 @ 50.02,Buy 40 Shares @ Market to Open,--,"01/26/2026, 9:40:52 AM",900001004
VT,Filled,25 @ 145.85,Buy 25 Shares @ Market to Open,--,"01/26/2026, 9:39:07 AM",900001004
UNFI,Filled,200 @ 36.03,Sell 200 Shares @ 3.602 Limit to Close,--,"01/26/2026, 9:35:50 AM",900001004
SLV,Filled,125 @ 99.58,Sell 125 Shares @ Market to Close,--,"01/26/2026, 9:34:06 AM",900001004
TMUSI,Filled,50 @ 22.84,Buy 50 Shares @ 2.284 Limit GTC to Open,--,"01/23/2026, 2:18:33 PM",900001004
VGSH,Filled,30 @ 58.75,Buy 30 Shares @ Market to Open,--,"01/23/2026, 2:15:44 PM",900001004
